comment_id,text,severity_id,target_id,has_pii,link_flagged,annotator,split,notes
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE2OTkwOTU4ODQ3MTYzMjQ=,ឃើញហើយរំភើប ក្ដុកក្ដួល ពុកគេ ពុកយើង,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE3ODg0ODE2ODU0OTgyOTg=,ចាប់អាសត្វសុខអោយបានផង,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzNzI3MzI3NDQ1MTM5NDI=,Miss Sunflower Brand CEO ចែយៀកជួយលោកអ៊ុំផងចែមើលទៅអាណិតពួកគាត់ណាស់,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwNDY4Nzc3MTQ2NTE4NTQ=,អ៊ុំ អ៊ុំ … ចាស់ៗ ហើយត្រូវ ធ្វើ ការ ចិញ្ចឹម គ្រួសារ ហើយ មក ជួប មនុស្ស បោកប្រាស់ ទៀត,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE3NTA3Nzk4Nzk0Nzg2NjM=,មេការឈ្មោះសុខ ខេត្តកំពត សូមលោកពូស្នងការខេត្តកំពតជួយស្រាវជ្រាវរកបុគ្គលម្នាក់នេះផង ស្នងការដ្ឋាននគរបាល ខេត្តកំពត,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI1MjQ1ODQyNTQ2MzIzNDE=,ម៉ាអានរកហេតុអីបានធ្វើបាបពួកគាត់ម្លេះអាតៃហោង,0,0,False,False,,eval,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEyNjc4ODM2OTg3NDI0MzM=,ពុកអើយពុក អាថោកមេកានុងហែងសុីកម្លាំងពួកគាតវ័យចាស់ៗអស់ហើយ អាហែងគិតថាសុីកម្លាំងគាតនិងមានមែន តិចទៀតហែងនិងរលាយតាមកម្លាំងដែរគាតហត់និងហើយអាថោក កម្មពារមិនភ្លេចម្ចាស់ទេ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5Xzg2MjIxMDU0MzUzODA1MQ==,ឃើញហើយនឹកប៉ាខ្ញុំណាស់,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzQ3MDkyNjMzNDkzMzI3MTI=,មេកាថោកមិនអាណិតគាត់ទេ គាត់ចាស់ៗហើយ,0,0,False,False,,eval,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwOTkyNTkxOTU5Njk1NzU=,មើលហើយក៏យំ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5Xzk4NTI0Mjg2Nzk1NTg5Nw==,កំសត់ណាស់លោកអ៊ំអើយ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE2NTI1NzgzNDMwNjg0ODA=,អញ់ស្អប់ពួកនឹងវាបោកតែអ្នកអត់កម្លាំងញើសឈាមគេស្មានតែមួយជីវិតនេះនៅសុខមែន,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI1NjkyMDYzNDAyMjQwNzk=,ជីវិតពិតឈឺចាប់ណាស់,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE3OTc5NjM3NjgwNDY2NTc=,អាមេកាមួយចំនួនគឺវាអញ្ចឹង ថោកទាបសុីកម្លាំងញើសឈាមគេ ម៉េអាត្រូវគ្រាប់ធ្វើបាបបានតែអ្នកតូចទាបគ្មានចំណេះដឹងទេពួកអានិងហូស,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzNDQyNzk0MDA4MjYzMTQ=,អាមេការ ថោក,0,0,False,False,,eval,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5Xzg5MjY0MTEyNzA1NzQwNg==,ជូនពរពូមានយុត្តិធម៌ #ប្រជាជនកម្ពុជាយើងអើយ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI4NTc3NzU1ODQ2MDI1MzQ=,វានិងរលាយឆាប់ៗ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5Xzk4MDM3NDg3ODQwOTg4MA==,ហែលទឹកភ្នែកគាត់ទៅអាសុខ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzIwOTE3Mzc1MjQ3Njc4OTY=,អរគុណដល់បងបង ដែរជួយគាត់ទាំងអស់ ចិត្តបុណ្យព្រះតាមជួយ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwNDQ2MjkwNjQ4Njc0MTQ=,ខ្ញុំយល់អារម្មណ៍លោកពូ ទាំងពីរ ព្រោះធ្លាប់មានគេបោករឿងការងារនេះដែរ…!,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzODk0NzI1ODkyNDU5NDA=,មើគាត់ហើយយំនឹកពុក,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE1MzkzMTM0NTgyMzQ0NTY=,ស៊ូៗណាលោកពូ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI0MzMwMTY3NDM4NTgzNzE=,ស្រុកសន្តិភាពសំបូរពួកបោកចឹងដោយសារតែអត់ច្បាប់ចាប់ការចឹង,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwODUzNjM3MTM5MDQ3NjU=,ជាងម៉ៅការសំណង់បោកកូនចៅចាប់វាដាក់គុកឱ្យវារាងម្តងបានវាដឹង។,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI4MDYyMzQzMzcwMDQyNjI1,"នឹងហើយគឺមូលហេតុបងប្អូនខ្មែរយើងត្រលប់ទៅថៃវិញទាំងខុសច្បាប់,ទោះដឹងថាថៃគេមិនសូវឲ្យតំលៃ",0,0,False,False,,eval,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE0NTIxOTQ0OTAxNDk2NDI=,មិនបើកលុយឲ្យគាត់ សាហាវមេស,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwNTU1NDQ5MTczODgwOTc=,អាមេកាបោកនឹងមានច្រើនណាស់,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzQwNzE4ODk0MjY0NDk0NTc=,ទូលវែកទៅពួកហែង,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE0NDQwNTQ0NDA5NzU3Mzk=,"ខ្មែរអើយខ្មែរឯណាទៅពាក្យថាខ្មែរស្រលាញ់ខ្មែរ,ខ្មែរជួយខ្មែរហែតុអ្វីក៏បានគាត់ចឹង",0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzkzOTc2MjE5OTE5NTEzNA==,ហៅប៉ូលីសទៅអូសក្បាលអាមេកានឹងមកទទួលខុសត្រូវកុំអោយវាដើតែបោកប្រាស់កំលាំងគេចឹងទៀត,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE1Nzg1NjEzMjcwNjc5NTA=,ពួកអាមេកាឆ្កែ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEyNjAxMzU1MjYyMTA1OTc=,មានទីតាំងហើយគួរចៅហ្វាយ លៃលកចាប់មេការនឹង ដាក់ទោសទាល់តែបានមើល កុំឣោយមានរាងចឹងចេះកើតឡើង ចឹងទៀត,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE4NTk5MDgwNjgzNjc1NDU=,លើសពីអាណិតពុកគេពុកយើង,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzIzMzczMTExODM2NzMxMDk=,អាឆ្កែមិនឃើញគាត់ចាស់ទេមិនចេះអាណិតគាត់សោះ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzODkxNTU1Njk4NTcyNzY=,បងស្រីសុំជួយពួកគាត់ផងLai Souyiek,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE4NDk0NDk2NzMxNTMzMDI=,ហឺមើលហើយទឹកភ្នែកខ្ញុំហូរមកមិនដឹងខ្លួនអាណិតណាស់លោកពូអើយ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE0NDc2MzM5MTM4NzU3NDQ=,អ៊ុំ អ៊ុំ ចាស់ៗ ហើយត្រូវ ធ្វើ ការ ចិញ្ចឹម គ្រួសារ ហើយ មក ជួប មនុស្ស បោកប្រាស់ ទៀត,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzQ1NjUyMDczNTAzNzUyNzA=,ច្បាប់នៅកន្លែងណាតើពួកគាត់ធ្វើការហើយមិនបើកលុយឲ្យគាត់តើប៉ូលីអាជ្ញាធរដែលធ្វើការដើម្បីអ្វី,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE1NDI0NjQ4ODA0ODg1NzI=,មនុស្សអីថោកទាបចឹង មិនចេះអាណិតអ្នកធ្វើកាសំណង់ដូចគាត់ចាស់ៗអស់ហើយ,0,0,False,False,,eval,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI0NDMxMTIwODI4NTMxMzU=,អានរក ១៨ជាន់,0,0,False,False,,eval,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzIyNzUwNDAzMTMyNDA2ODA=,អាបោកគេសូមសមត្ថកិច្ច ជួយរកឲឃើញផង មិនមេនទើបតែម្ដងនិងទេ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzQ1Mjg3NzQ1MTQwNjQ3ODA=,អាណិតគាត់ណាស់លោកអើយ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE4NDM0NDE3NjM1MTY1MzI=,អរគុណនូវទឹកចិត្តដ៍ល្អ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzNzQ1OTk2MTgxMjIwMzU=,ពូពីមុនធ្លាប់នៅប៉ោយប៉ែត ភូមិជាមួយខ្ញុំ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE2NzIxOTUwMTA1NDExOTA=,ខ្ញុំមើលហើយយំរហូតអាណិតណាស់,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEyMTk3MjIwNzM2OTc4NDA=,គួរតែចាប់ពួកមេការហ្នឹងម្ដងទៅស៊ីកម្លាំងយកឈាមពួកគាត់ចាស់ៗ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzUwMDQxNTQ3Mzk4MTEwMjY=,សូមមន្ត្រីពាក់ព័ន្ធមើលពួកមេការទាំងអស់ហ្នឹងផង,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE3NjA3NTYyOTUwNzE0OTg=,នៅខ្មែរសំបូរណាស់អាមេបោក,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE0MTQ1MzQ1OTcyNTc2NjY=,ខ្ញុំនិយាយឱ្យស្មោះត្រង់តែម្ដងស្រុកខ្មែរយើងពិតជាច្រើនណាស់មេការដែលមកម៉ៅកាសំដងមិនបើកលុយឲ្យកូនជាងនោះ។សឹងតែ. ទូទៅទៅហើយយើងគួរតែមានវិធានការកន្លែងនេះទើបកម្មករខ្មែរយើងមិនរត់ចេញទៅស្រុកគេ។ហេតុអីបានជាកម្មករខ្មែរយើងទៅស្រុកគេដោយសារតែធ្វើការគេបើកលុយឱ្យយើងគេចាត់វិធានការមេការណាដែលមិនបើកប្រាក់ខែឲ្យកូនចៅគឺញឺតការងារគេ. ច្បាប់ដោះស្រាយតែម្ដង.ពីរ បទគេងកម្លាំងពលកម្មកម្មករតែស្រុកខ្មែរយើងវិញនេះច្រើនណាស់លោកអើយមិនដែលគ្មានអ្នកណាធ្វើទេ។គួរតែលាងក្អែលហ្នឹងចោលទៅស្រុកយើង។ធ្វើឱ្យខ្លាំងទៅលើពួកមេការហ្នឹង. ស្រុកខ្មែរយើងសម្បូរណាស់មេការគេងកម្លាំងកម្មករនោះ.,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI5MDQ2NjE5MzA0OTIzNjE2,អរគុណបងៗណាស់ដែរជួយលោកពូនឹងម្ចាស់ជំនួយសូមជួបតែសេចក្តី,0,0,False,False,,eval,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwMzg0MDQwNjI0OTM1NjU=,ពួកចាប់វាដាក់គុកបោកគេច្រើនណាស់ជនភាសសឹកក៏វាបោកដែរ,0,0,False,False,,eval,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE4MjI2MjgxNDU4MzQ4NDM=,អានរក48ជាន់ បាបកម្មមានពិត ហែងសាងអីបាននិងមកវិញ ហែងសុីកំលាំងញើសឈាមក្មេងមិនអីទែតែហែងសុីកំលាំងញើសឈាមមនុស្សចាស់ ពិតជាកម្មណាស់,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzExNzE0MTEwODIwMDQ0NjM=,សំុQr បង,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzIyMDUwNTY5MDMzODgwODI=,អាមេការនរក …រលាយឆាប់ៗ សាងអីទទួលបាបនឹង ឆាប់ៗ ធ្វើបាបតែខ្មែរគ្នាអែង….អារលាយអើយ!,0,0,False,False,,eval,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzNzU5MjQxNzc4NTE5OTI=,មុនដំបូងអាណិតបន្ទាប់មករំភើប,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE0NTA0MzM0OTM1NjY2NzU=,ចេះធ្វើទៅកើតមិនអាណិតគាត់ចាស់ហើយអាអ្នកបោកលុយនឹង,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI1NjI2Mzk4NzQxNTg5MDQ=,បើហ្អែងអត់លុយជួលគេទេឯងធ្វើកម្មករគេទៅកុំដើរបោកគេឪគេឪអ្ហែងកម្មមានពិត,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwMDA3NjA5OTMwMTg0NDQ=,ធ្វើការជាមួយខ្ញុំលុយស្រួលនៅមិនកើតទេ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzkxNDkzOTMxMTI5Nzk3NA==,មើលឡើងយំហើយ,0,0,False,False,,eval,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzMxODkyNDAzNTc5NTI5ODg=,ទូលរែកទៅ កម្លាំងញើសឈាមគេនិង,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwNTQzMTQ5MzcyMjM1MTE=,មើលហើយស្រស់ទឹកភ្នែកតាមគាត់ ជីវិតអើយ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzM1NjI0NzE5NjM5MTE2MTk=,ខ្ញុំមើលហើយយំតាមដែរ,0,0,False,False,,train,
dom_Gangstersaren_0,"Gangsters not afraid police, laws made killing gangsters street, would no gangsters.",0,0,False,False,,train,
dom_Countylandaut_1,County land authority inability control area.,0,0,False,False,,train,
dom__2_5,ហាន ឆាយទី អត់ទេត្រឹមត្រូវបងនិយាយអត់ខុសទេប៉ុន្តែឆ្ងល់អាជនពាលហ្នឹងមេឃតែរឿងវាមិនកាប់ប៉ូលីសម្ដងបងប៉ូលីសហើយ។ពេលជួបវាបាញ់វាខ្លះទៅលោកអើយ។,0,0,False,False,,train,
dom__3_5,ហាន ឆាយទី សមត្ថកិច្ចភាគច្រើនគឺគាត់រវល់ទៅការកូនមេ ខួបកំណើតកូនមេ កម្មវិធីឡើងផ្ទះកូនមេ អញ្ចឹងហើយគាត់អត់មានពេលមើលសុវត្ថិភាពតំបន់របស់គាត់ទេ,0,0,False,False,,train,
dom__4_5,ហាន ឆាយទី កំចេះតែ និយាយ អោយ តែបានបើមិនដឹងអី,0,0,False,False,,train,
dom__5_5,ហាន ឆាយទី ថ្ងៃមុនឮថាដំបន់នរណាបើមានដ៏ដែរទៀតត្រូវដក់អ្នកនោះចេញ តែឥឡូវស្ងាត់ឆឹង,0,0,False,False,,train,
dom_Becau_6,"ហាន ឆាយទី loose law, catch release easily, ' gangsters increasing every day",0,0,False,False,,train,
dom__7_2,ហាន ឆាយទី ពិតមែនដូចបងថាចឹង,0,0,False,False,,train,
dom_Itstooeasyt_8,' easy come local prison.,0,0,False,False,,train,
dom_Ifyou_9,"ឈិម ឈឿយ catch , take sea three months",0,0,False,False,,eval,
dom_Howdo_10,ឈិម ឈឿយ know?.,0,0,False,False,,train,
dom_righto_11,ឈិម ឈឿយ right point,0,0,False,False,,train,
dom_Whossopresti_12,"' prestigious, please uncle... excellency... Narin... ' understand state critical state dead dangerous... Traffic jam ... gang growing... king kings... Increasing... national police... extremist group. much... Nhong... real pictures",0,0,False,False,,train,
dom_Isupportthec_13,"support capital administration create group young people protect get rid kids, kill bad guys always surround city look like ' anything.",0,0,False,False,,train,
dom_ItsonlyKhmer_14,' Khmer. Social abomination.,0,0,False,False,,train,
dom_Catchandplay_15,Catch play face Cambodia,0,0,False,False,,eval,
dom_Bematurewedo_16,mature ' break,0,0,False,False,,train,
dom_Wowkidsthese_17,Wow kids days wild society guardian,0,0,False,False,,train,
dom_Whatiftheyca_18,"catch player shoot border kill . kids ' use karma, caught, ' thing.",0,0,False,False,,train,
dom_Catchitshoti_20,Catch shot .,0,0,False,False,,train,
dom_Caughtandshot_21,"Caught shot suffer abat market. market not beneficial society, causing problems society.",0,0,False,False,,train,
dom__22_2,អរគុណទឹកចិត្តបងប្រុស,0,0,False,False,,train,
dom__23_2,ស្រុកយើងឃើញតែអាចនឹងពួកគាត់មើលមិនឃើញហេបើចាប់គេចូលដល់ប៉ុស្តិ៍ផងដឹងតែលុយបានឱ្យមកផ្ទះវិញជួបហើយ06មើនលេងៗអីចឹងទៅ។,0,0,False,False,,eval,
dom_OhKhmercoun_24,"Oh Khmer country, many problems. district, police tired catch criminals robbery gangs. … See",0,0,False,False,,train,
dom__0_5,ដកតំណែងចេញដាក់គុកមួយឆ្នាំវិញ,0,0,False,False,,train,
dom__1_6,ដកដំណែង ដាក់គុក១ឆ្នាំវិញ,0,0,False,False,,train,
dom_SoyKoy_2,Soy Koy ដាក់ដាក់គុក១០ឆ្នាំវិញទើបសមធ្វើការមិនច្បាស់លាស់ចឹងធ្វើការនាំតែខូចឈ្មោះទេ,0,0,False,False,,train,
dom_SoyKoy_3,Soy Koy ទាសំណងជាលុយនឹងដាក់គុក 5 ឆ្នាំបានត្រូវបង,0,0,False,False,,train,
dom_SoyKoy_4,Soy Koy អត់ទេមួយសងដប់បានត្រូវ,0,0,False,False,,train,
dom_SoyKoy_5,Soy Koy គាំទ្រ,0,0,False,False,,train,
dom_SoyKoy_6,Soy Koy ១ឆ្នាំតិចពេកហើយ ១០ឆ្នាំបានសម មនុស្សបែបហ្នឹង,0,0,False,False,,train,
dom_SoyKoy1_7,Soy Koy គាំទ្រ100%បង,0,0,False,False,,train,
dom_SoyKoy_8,Soy Koy,0,0,False,False,,eval,
dom_SoyKoy10_9,Soy Koy 10ឆ្នាំបានសំ,0,0,False,False,,train,
dom__10,ពីន័យជាប្រាក់ហើយចាប់គាត់ដាក់ពន្ធនាគារវិញ,0,0,False,False,,train,
dom__11_2,អ្នកចាប់និងអ្នកចេញបញ្ជាឲ្យដាក់គុកត្រូវសងជម្ងឺចិត្ត នឺងត្រូវដាក់គុកនោះត្រូវជាប់គុករយ:ពេលស្មើគ្នា...។,0,0,False,False,,train,
dom__12_2,ចេះតែមាន(ស៑ូចាប់ច្រលំ កុំអោយចាប់ខុស ទស្សនៈប៉ុល ពត),0,0,False,False,,train,
dom__13_2,តុលាកាត្រូវទទួលខុសត្រូវដាច់ខាតយុត្តិធម៌ត្រូវតែមានជូនគាត់ ពួកយើងជាពលរដ្ឋស្លូតត្រង់មិនអាចទទួលយកបាននូវភាពអយុត្តិធម៌ដោយគ្មានអ្នកទទួលខុសត្រូនោះទេ នៅទីណាមានអំពើអយុត្តិធម៌នោះសម្លេងយើងនឹងរួមគ្នាបន្លឺឡើងកាន់តែខ្លាំងដ៏រាបអ្នកប្រព្រឹត្តទទួលខុសត្រូវលើជនរងគ្រោះនឹងតាមផ្លូវច្បាប់,0,0,False,False,,train,
dom__14_2,ប្រហែលជាគេមិមរកខុសត្រូវអោយទេមើលទៅព្រោះបក្សពួករបស់គេ,0,0,False,False,,eval,
dom__15_2,អ្នកអនុវត្តច្បាប់ ក្នុងករណីនេះ ត្រូវទទួលខុសត្រូវចំពោះមុខច្បាប់ទាំង អស់ទាំងប៉ូលីស ទាំងតុលាការ,0,0,False,False,,eval,
dom_Ifyouknowhow_16,"know , still trying ?",0,0,False,False,,train,
dom__17_2,អ្នកកាត់ទោស អ្នកពាក់ពន្ធ័ កាត់ទោសខុសអសមត្ថភាព គួរបញ្ចប់ក្របខណ្ឌ័ បើទុកបន្ត រងអយុត្តិធម៏ គេឯងអស់ហើយ ករណីនេះបើប៉ះសាច់ញាតិអ្នកតើអ្នកឈឺចាប់អត់ ។,0,0,False,False,,train,
dom__18_2,ធ្វើការដូចអាចម៍,0,0,False,False,,train,
dom__20_2,ដកតំណែងហើយដាក់គុកពីរឆ្នាំវិញទៅកុំឱ្យពូកែចាប់ច្រឡំរឿងនេះអាចនឹងពាក់ព័ន្ធស៊ីលុយផង។,0,0,False,False,,eval,
dom__21_2,ធ្វើការដូចឡប់រៀនដល់ច្បាប់ធ្វើដល់ចៅក្រម ចាប់មនុស្សច្រលំ ដកតំណែងហើយដាក់គុកវិញហើយទាសងជំងឺចិត្ត,0,0,False,False,,train,
dom_Sopretty_1,pretty,0,0,False,False,,train,
dom_UGC_0,ចង់ក្លាយជាUGCអាចឆាតមកបានបងៗ,0,0,False,False,,train,
fbtext_Seeyousoonne_4,"See soon new jobFor want job, chat us, many #UGC people Ounda Gluta Hide translation",0,0,False,False,,train,
dom_Callingpuiwi_0,Calling pu support,0,0,False,False,,train,
dom_Chillmgpu_1,Chill mg pu,0,0,False,False,,train,
dom_free_4,មានfreeអត់កន្លែងថ្មី,0,0,False,False,,train,
dom_Wowb_6,Wow b,0,0,False,False,,train,
dom__8_2,អស់ទាសហើយ មេ,0,0,False,False,,train,
dom__9_2,នៅណាវិញបង,0,0,False,False,,eval,
dom_Nextplease_1,Next please,0,0,False,False,,train,
fbtext_Bethefirstto_11,first comment.,0,0,False,False,,eval,
fbtext_Takeaphototo_2,Take photo make face not clear #fyp Hide translation,0,0,False,False,,train,
fbtext__8,ថតឲធ្វើមុខមិនរីកសោះ #fyp,0,0,False,False,,train,
dom_MMO_0,MMO,0,0,False,False,,eval,
fbtext_KawasakiKSR_4,Kawasaki KSR လေးရောင်းမယ်ဗျာ 7500Bနဲ့သာယူဗျာအလုပ်သွားအလုပ်ပြန် တောင်ပေါ်တောင်တက်စီးလို့ရပါတယ် လိုအပ်ပါက 09-887979645 See less Hide translation,0,0,False,False,,eval,
fbtext_KawasakiKSR_11,"Kawasaki KSR လေးရောင်းမယ်ဗျာ 7500B, ride work back Uva mountain. ပါကា ပါက 09-887979645 See less Hide translation",0,0,False,False,,train,
dom_Dumbbitchdum_1,"Dumb bitch, dumb bitch",0,0,False,False,,train,
dom_Wanttoborrow_2,"Want borrow money 300$ 2500$ pay back, borrow money ?",0,0,False,False,,train,
dom_Sostupidyoun_3,"stupid, young man. borrows 300$ money, give almost 200$.",0,0,False,False,,train,
dom_Scammersoften_4,"Scammers often take «high profit, quick easy» appeal, greedy coupled (stupid) lack consideration, ' obvious ' fooled!",0,0,False,False,,eval,
dom_Have2000ownm_5,"200 money borrow 300 others, take 200 pay others first, ' understand",0,0,False,False,,train,
dom_Whatabrightd_6,"bright day, ask send send. Mother Ana' services much. money pay much se… See",0,0,False,False,,train,
dom__7_3,ល្ងង់អីថ្នាក់នឹងលោកម្ចាស់ កាត់ទូរស័ព្ទរាល់ថ្ងៃ លេងតែហ្គេមមែន មិនមើលពត៌មាន គេបង្ហោះតាមហ្វេសប៊ុក ព្រោងព្រាត គួរតែយល់ខ្លះហើយ ខ្ចី… See,0,0,False,False,,train,
dom_Borrowingfrom_8,"Borrowing others, money pay service first.",0,0,False,False,,eval,
dom_Sostupidthey_9,"stupid, post Facebook asking online loan everyday. cheating?",0,0,False,False,,train,
dom_Ifyouhavemon_10,"money cheated 2500$, borrow money bank?",0,0,False,False,,eval,
dom__11_3,ប្អូនប្រុសកាត់សក់អោយខ្លីចេញ យករាសីឡើង,0,0,False,False,,train,
dom_JustlikemeI_12,"like , spent 200$, cheated 2 tents,",0,0,False,False,,eval,
dom__13_3,ភ្មេងចឹងគេបោកត្រូវហើយ,0,0,False,False,,train,
dom__14_3,គ្មាននៅក្មេងកុំបន្ទោសគ្នា គួរបន្ទោសសង្គមមួយនេះ ដែរសំបូរទៅដោយការបោកប្រាសគ្រប់កន្លែង,0,0,False,False,,eval,
dom__15_3,ល្ងង់អីល្ងង់ម៉្លេះ ហេតុអី្វមិនឱ្យ ម៉ែឪយើងអ្នកខ្ចីលុយធនាគារ ឲ្យទៅ យើងចាំ តែរកលុយឲ្យគាត់ បង់ទៅហើយទៅហើយ។ ទៅខ្ចីតាមអនឡាញ។ ឆ្កួតសុទ្ធ,0,0,False,False,,train,
dom_Lastcampingny_2,Last camping nyo na yan,0,0,False,False,,eval,
dom_1WATCHEDTHE_3,1. WATCHED VIDEO 2. REWITNESS 3. WENT COMMENT SECTION 4. READ COMMENTS 5. READ 6. RIGHT HAHA REACT,0,0,False,False,,eval,
dom_Thenwhenwere_4,"' not held accountable, ' still bad guys hahahaha",0,0,False,False,,train,
dom_WedidthatI_5,". ' forget, rope got cut",0,0,False,False,,train,
dom_Illorderaha_6,order hammock next . order hammock .,0,0,False,False,,train,
dom_Itsworththe_7,"' worth fun. ' case, promise...",0,0,False,False,,train,
dom_TiffanyHenson_8,Tiffany Henson naka try pero na hulog pud lagii sa duyan,0,0,False,False,,train,
dom_NATURETRIPBEM_9,NATURE TRIP BEMBANG TRIP,0,0,False,False,,train,
dom_Youguysareso_10,guys lucky become butterfly?,0,0,False,False,,eval,
dom_MarkAnthonyde_11,Mark Anthony dear miss Kuna let' go nature dreams hahaha,0,0,False,False,,train,
dom_AmItheonlyo_12,one worried hammock might break,0,0,False,False,,train,
dom_Theengkantoin_13,engkanto tree,0,0,False,False,,eval,
dom_WhatswithKuy_14,' Kuya simple first haha,0,0,False,False,,eval,
dom_GilbertMagsino_15,Gilbert Magsino Gumahin make life,0,0,False,False,,train,
dom_Thissisteris_0,sister not normal. speaks looks .,0,0,False,False,,eval,
dom_Ifitgrowsup_1,"grows , rich . right, ' argue crazy people, dare compensate mental illness, husband jail.",0,0,False,False,,train,
dom_Thelandrefere_2,land reference land lady leaks,0,0,False,False,,train,
dom_Somepeopleloo_3,people look security,0,0,False,False,,train,
