comment_id,text,severity_id,target_id,has_pii,link_flagged,annotator,split,notes,post_text,parent_text,is_reply,created_time,source_page_id
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwNzY1NjE5NTE0MTY5Mjc=,លោក ភក្តី ប្រធានអគ្គនាយកដ្ឋានត្រួតពិនិត្យនៃធនាគារជាតិ។ លោកស្រីសុង ឆវ័ន ព្រះរាជអាជ្ញាអមសាលាដំបូងបច្ចុប្បន្នជាអនុរដ្ឋលេខាធិការក្រសួងយុត្តិធម៌ លោករស់ ម៉ូនិន  មន្ត្រីដោះស្រាយវិវាទក្រៅប្រព័ន្ធតុលាការ។ លោកងួន សារ៉ាន់ មន្ត្រីដោះស្រាយវៀតក្រៅប្រព័ន្ធតុលាការបានខុខិតគ្នាជាមួយ ធនាគារខេប៊ីប្រាសាក់ បិទគណនីយោគលុយរបស់ខ្ញុំ។ដែលបានដាក់ផ្ញើនៅទីនោះ។អស់ជាច្រើនម៉ឺនដុល្លារមិនទទួលបានយុត្តិធម៌ពីអស់មន្ត្រីទាំងនេះ។ ⚖️ «សង្គមមានយុត្តិធម៌ កើតចេញពីការអនុវត្តច្បាប់ស្មើគ្នាចំពោះមនុស្សគ្រប់រូប»៕ ✍️🇰🇭✍️ #អនុស្សាវរីយ៍ #ជាថ្ងៃល្អ #កម្ពុជា,,,,,,,,,,False,2026-09-06T03:44:15.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEyODczNDA3NDc3OTU3Mzk=,ចង់ឃេីញមុខអាមេការសុខ​ ជាប់គុក​ 😤. ពុកអេីយ😢,,,,,,,,,,False,2026-09-06T03:29:40.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzODIwNjgzNzA3ODY2MTc=,ខ្ញុំក៏ធ្លាមានមេកាបើលុយពីចិនហើយ តែមេកាប្រាបថាលុយចាយអោះ ក្រុមញុមមនុស្សជិត៤០នាក់,,,,,,,,,,False,2026-09-06T02:29:35.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwNDczOTYzMTE1MDMxMjI=,ពុកគេពុកយើង😔,,,,,,,,,,False,2026-09-06T01:33:45.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzIxNjk4OTcwMDA1OTQyMTg=,លេាកពុកអេីយ😓,,,,,,,,,,False,2026-09-06T01:55:11.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzODQxMDE1NjcxOTg3MTk=,មនុស្សអេីយមនុស្ស ហេតុអីធ្វេីបាបចិត្តអ្នកអត់អ្នកក្រយ៉ាងនេះ,,,,,,,,,,False,2026-09-06T01:39:12.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwODU0ODc3MTA2NTM2OTE=,សុំQRបង1មកបងជួយយកជូនគាត់ផង,,,,,,,,,,False,2026-09-06T01:30:32.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwNzU3NzczNDgxNjM1MDk=,តើលោកមេការចិត្តសាងពីអ្វី កើតមកគ្មានឪពុកទេបានគ្មានមេត្តាបែបនេះ🥹,,,,,,,,,,False,2026-09-06T01:10:31.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE2OTkwOTU4ODQ3MTYzMjQ=,ឃើញហើយរំភើប ក្ដុកក្ដួល 😞💔 ពុកគេ ពុកយើង💔,,,,,,,,,,False,2026-09-06T01:45:30.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE3ODg0ODE2ODU0OTgyOTg=,ចាប់អាសត្វសុខអោយបានផង,,,,,,,,,,False,2026-09-06T02:29:39.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzNzI3MzI3NDQ1MTM5NDI=,Miss Sunflower Brand By CEO ចែយៀកជួយលោកអ៊ុំផងចែមើលទៅអាណិតពួកគាត់ណាស់🙏🙏🙏,,,,,,,,,,False,2026-09-06T05:27:09.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwNDY4Nzc3MTQ2NTE4NTQ=,អ៊ុំ​អេីយ​អ៊ុំ​ … ចាស់ៗ​ហេីយត្រូវ​ធ្វើ​ការ​ ចិញ្ចឹម​គ្រួសារ​ ហេីយ​មក​ជួប​មនុស្ស​បោកប្រាស់​ទៀត​,,,,,,,,,,False,2026-09-06T01:11:43.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE3NTA3Nzk4Nzk0Nzg2NjM=,មេការឈ្មោះសុខ ខេត្តកំពត សូមលោកពូស្នងការខេត្តកំពតជួយស្រាវជ្រាវរកបុគ្គលម្នាក់នេះផង ស្នងការដ្ឋាននគរបាល ខេត្តកំពត🙏,,,,,,,,,,False,2026-09-06T03:22:28.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI1MjQ1ODQyNTQ2MzIzNDE=,ម៉ាអានរកហេតុអីបានធ្វើបាបពួកគាត់ម្លេះអាតៃហោង🥺🥹,,,,,,,,,,False,2026-09-06T03:03:38.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEyNjc4ODM2OTg3NDI0MzM=,ពុកអេីយពុក អាថេាកមេកានុងហែងសុីកម្លាំងពួកគាតវ័យចាស់ៗអស់ហេីយ អាហែងគិតថាសុីកម្លាំងគាតនិងមានមែន តិចទៀតហែងនិងរលាយតាមកម្លាំងដែរគាតហត់និងហេីយអាថេាក កម្មពារមិនភ្លេចម្ចាស់ទេ😞,,,,,,,,,,False,2026-09-06T01:10:03.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5Xzg2MjIxMDU0MzUzODA1MQ==,ឃើញហើយនឹកប៉ាខ្ញុំណាស់,,,,,,,,,,False,2026-09-06T02:36:26.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzQ3MDkyNjMzNDkzMzI3MTI=,មេកាថោកមិនអាណិតគាត់ទេ គាត់ចាស់ៗហើយ🥲,,,,,,,,,,False,2026-09-06T01:51:20.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwOTkyNTkxOTU5Njk1NzU=,មើលហើយក៏យំ🥺,,,,,,,,,,False,2026-09-06T05:32:42.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5Xzk4NTI0Mjg2Nzk1NTg5Nw==,កំសត់ណាស់លោកអ៊ំអើយ😢😢,,,,,,,,,,False,2026-09-06T02:45:53.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE2NTI1NzgzNDMwNjg0ODA=,អញ់ស្អប់ពួកនឹងវាបោកតែអ្នកអត់កម្លាំងញើសឈាមគេស្មានតែមួយជីវិតនេះនៅសុខមែន,,,,,,,,,,False,2026-09-06T01:54:47.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI1NjkyMDYzNDAyMjQwNzk=,ជីវិតពិតឈឺចាប់ណាស់😓😓,,,,,,,,,,False,2026-09-06T03:22:33.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE3OTc5NjM3NjgwNDY2NTc=,អាមេកាមួយចំនួនគឺវាអញ្ចឹង ថោកទាបសុីកម្លាំងញើសឈាមគេ ម៉េអាត្រូវគ្រាប់ធ្វើបាបបានតែអ្នកតូចទាបគ្មានចំណេះដឹងទេពួកអានិងហូស😡,,,,,,,,,,False,2026-09-06T03:59:46.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzNDQyNzk0MDA4MjYzMTQ=,អាមេការ ថោក,,,,,,,,,,False,2026-09-06T01:18:25.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5Xzg5MjY0MTEyNzA1NzQwNg==,ជូនពរពូមានយុត្តិធម៌   #ប្រជាជនកម្ពុជាយើងអើយ😥,,,,,,,,,,False,2026-09-06T01:36:00.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI4NTc3NzU1ODQ2MDI1MzQ=,វានិងរលាយឆាប់ៗ,,,,,,,,,,False,2026-09-06T04:07:54.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5Xzk4MDM3NDg3ODQwOTg4MA==,ហែលទឹកភ្នែកគាត់ទៅអាសុខ,,,,,,,,,,False,2026-09-06T04:08:40.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzIwOTE3Mzc1MjQ3Njc4OTY=,អរគុណដល់បងបង ដែរជួយគាត់ទាំងអស់ ចិត្តបុណ្យព្រះតាមជួយ🙏🙏🥹,,,,,,,,,,False,2026-09-06T05:33:33.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwNDQ2MjkwNjQ4Njc0MTQ=,ខ្ញុំយល់អារម្មណ៍លោកពូ ទាំងពីរ ព្រោះធ្លាប់មានគេបោករឿងការងារនេះដែរ…!🥲,,,,,,,,,,False,2026-09-06T01:27:35.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzODk0NzI1ODkyNDU5NDA=,មើគាត់ហើយយំនឹកពុក😭😭😭,,,,,,,,,,False,2026-09-06T03:25:04.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE1MzkzMTM0NTgyMzQ0NTY=,ស៊ូៗណាលោកពូ❤️,,,,,,,,,,False,2026-09-06T04:53:20.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI0MzMwMTY3NDM4NTgzNzE=,ស្រុកសន្តិភាពសំបូរពួកបោកចឹងដោយសារតែអត់ច្បាប់ចាប់ការចឹង,,,,,,,,,,False,2026-09-06T03:53:02.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwODUzNjM3MTM5MDQ3NjU=,ជាងម៉ៅការសំណង់បោកកូនចៅចាប់វាដាក់គុកឱ្យវារាងម្តងបានវាដឹង។,,,,,,,,,,False,2026-09-06T02:12:47.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI4MDYyMzQzMzcwMDQyNjI1,"នឹងហើយគឺមូលហេតុបងប្អូនខ្មែរយេីងត្រលប់ទៅថៃវិញទាំងខុសច្បាប់,ទោះដឹងថាថៃគេមិនសូវឲ្យតំលៃ",,,,,,,,,,False,2026-09-06T05:09:17.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE0NTIxOTQ0OTAxNDk2NDI=,មិនបើកលុយឲ្យគាត់ សាហាវមេស,,,,,,,,,,False,2026-09-06T02:41:37.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwNTU1NDQ5MTczODgwOTc=,អាមេកាបោកនឹងមានច្រើនណាស់,,,,,,,,,,False,2026-09-06T07:55:29.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzQwNzE4ODk0MjY0NDk0NTc=,ទូលវែកទៅពួកហែង,,,,,,,,,,False,2026-09-06T03:41:59.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE0NDQwNTQ0NDA5NzU3Mzk=,"ខ្មែរអើយខ្មែរឯណាទៅពាក្យថាខ្មែរស្រលាញ់ខ្មែរ,ខ្មែរជួយខ្មែរហែតុអ្វីក៏បានគាត់ចឹង😭🥲🥹",,,,,,,,,,False,2026-09-06T05:09:34.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzkzOTc2MjE5OTE5NTEzNA==,ហៅប៉ូលីសទៅអូសក្បាលអាមេកានឹងមកទទួលខុសត្រូវកុំអោយវាដើតែបោកប្រាស់កំលាំងគេចឹងទៀត,,,,,,,,,,False,2026-09-06T03:40:12.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE1Nzg1NjEzMjcwNjc5NTA=,ពួកអាមេកាឆ្កែ,,,,,,,,,,False,2026-09-06T03:54:54.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEyNjAxMzU1MjYyMTA1OTc=,មានទីតាំងហើយគួរចៅហ្វាយ លៃលកចាប់មេការនឹង ដាក់ទោសទាល់តែបានមើល កុំឣោយមានរាងចឹងចេះកើតឡើង ចឹងទៀត,,,,,,,,,,False,2026-09-06T03:47:19.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE4NTk5MDgwNjgzNjc1NDU=,លើសពីអាណិតពុកគេពុកយើង😭😭,,,,,,,,,,False,2026-09-06T07:11:38.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzIzMzczMTExODM2NzMxMDk=,អាឆ្កែមិនឃើញគាត់ចាស់ទេមិនចេះអាណិតគាត់សោះ🥹,,,,,,,,,,False,2026-09-06T01:19:22.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzODkxNTU1Njk4NTcyNzY=,បងស្រីសុំជួយពួកគាត់ផងLai Souyiek🙏❤️,,,,,,,,,,False,2026-09-06T01:11:30.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE4NDk0NDk2NzMxNTMzMDI=,ហឺមើលហើយទឹកភ្នែកខ្ញុំហូរមកមិនដឹងខ្លួនអាណិតណាស់លោកពូអើយ😞,,,,,,,,,,False,2026-09-06T03:58:23.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE0NDc2MzM5MTM4NzU3NDQ=,អ៊ុំ​អេីយ​អ៊ុំ​ចាស់ៗ​ហេីយត្រូវ​ធ្វើ​ការ​ចិញ្ចឹម​គ្រួសារ​ហេីយ​មក​ជួប​មនុស្ស​បោកប្រាស់​ទៀត​,,,,,,,,,,False,2026-09-06T07:09:10.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzQ1NjUyMDczNTAzNzUyNzA=,ច្បាប់នៅកន្លែងណាតើពួកគាត់ធ្វើការហើយមិនបើកលុយឲ្យគាត់តើប៉ូលីអាជ្ញាធរដែលធ្វើការដើម្បីអ្វី,,,,,,,,,,False,2026-09-06T05:04:11.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE1NDI0NjQ4ODA0ODg1NzI=,មនុស្សអីថោកទាបចឹង មិនចេះអាណិតអ្នកធ្វើកាសំណង់ដូចគាត់ចាស់ៗអស់ហើយ😢,,,,,,,,,,False,2026-09-06T02:53:53.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI0NDMxMTIwODI4NTMxMzU=,អានរក ១៨ជាន់,,,,,,,,,,False,2026-09-06T05:37:05.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzIyNzUwNDAzMTMyNDA2ODA=,អាបោកគេសូមសមត្ថកិច្ច ជួយរកឲឃើញផង មិនមេនទើបតែម្ដងនិងទេ,,,,,,,,,,False,2026-09-06T01:27:26.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzQ1Mjg3NzQ1MTQwNjQ3ODA=,អាណិតគាត់ណាស់លោកអើយ,,,,,,,,,,False,2026-09-06T05:32:09.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE4NDM0NDE3NjM1MTY1MzI=,អរគុណនូវទឹកចិត្តដ៍ល្អ,,,,,,,,,,False,2026-09-06T07:41:50.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzNzQ1OTk2MTgxMjIwMzU=,ពូពីមុនធ្លាប់នៅប៉ោយប៉ែត ភូមិជាមួយខ្ញុំ😭,,,,,,,,,,False,2026-09-06T12:02:43.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE2NzIxOTUwMTA1NDExOTA=,ខ្ញុំមេីលហេីយយំរហូតអាណិតណាស់🥲😭,,,,,,,,,,False,2026-09-06T06:54:24.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEyMTk3MjIwNzM2OTc4NDA=,គួរតែចាប់ពួកមេការហ្នឹងម្ដងទៅស៊ីកម្លាំងយកឈាមពួកគាត់ចាស់ៗ😢😡,,,,,,,,,,False,2026-09-06T05:33:50.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzUwMDQxNTQ3Mzk4MTEwMjY=,សូមមន្ត្រីពាក់ព័ន្ធមើលពួកមេការទាំងអស់ហ្នឹងផង,,,,,,,,,,False,2026-09-06T05:00:21.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE3NjA3NTYyOTUwNzE0OTg=,នៅខ្មែរសំបូរណាស់អាមេបោក,,,,,,,,,,False,2026-09-06T07:49:51.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE0MTQ1MzQ1OTcyNTc2NjY=,ខ្ញុំនិយាយឱ្យស្មោះត្រង់តែម្ដងស្រុកខ្មែរយើងពិតជាច្រើនណាស់មេការដែលមកម៉ៅកាសំដងមិនបើកលុយឲ្យកូនជាងនោះ។សឹងតែ. ទូទៅទៅហើយយើងគួរតែមានវិធានការកន្លែងនេះទើបកម្មករខ្មែរយើងមិនរត់ចេញទៅស្រុកគេ។ហេតុអីបានជាកម្មករខ្មែរយើងទៅស្រុកគេដោយសារតែធ្វើការគេបើកលុយឱ្យយើងគេចាត់វិធានការមេការណាដែលមិនបើកប្រាក់ខែឲ្យកូនចៅគឺញឺតការងារគេ. ច្បាប់ដោះស្រាយតែម្ដង.ពីរ បទគេងកម្លាំងពលកម្មកម្មករតែស្រុកខ្មែរយើងវិញនេះច្រើនណាស់លោកអើយមិនដែលគ្មានអ្នកណាធ្វើទេ។គួរតែលាងក្អែលហ្នឹងចោលទៅស្រុកយើង។ធ្វើឱ្យខ្លាំងទៅលើពួកមេការហ្នឹង. ស្រុកខ្មែរយើងសម្បូរណាស់មេការគេងកម្លាំងកម្មករនោះ.,,,,,,,,,,False,2026-09-06T05:51:59.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI5MDQ2NjE5MzA0OTIzNjE2,អរគុណបងៗណាស់ដែរជួយលោកពូនឹងម្ចាស់ជំនួយសូមជួបតែសេចក្តី🙏🙏🙏,,,,,,,,,,False,2026-09-06T04:09:58.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwMzg0MDQwNjI0OTM1NjU=,ពួកចាប់វាដាក់គុកបោកគេច្រើនណាស់ជនភាសសឹកក៏វាបោកដែរ,,,,,,,,,,False,2026-09-06T05:28:14.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE4MjI2MjgxNDU4MzQ4NDM=,អានរក48ជាន់​ បាបកម្មមានពិត​ ហែងសាងអីបាននិងមកវិញ​ ហែងសុីកំលាំងញេីសឈាមក្មេងមិនអីទែតែហែងសុីកំលាំងញេីសឈាមមនុស្សចាស់​ ពិតជាកម្មណាស់🙏😡,,,,,,,,,,False,2026-09-06T07:36:32.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzExNzE0MTEwODIwMDQ0NjM=,សំុQr បង😔,,,,,,,,,,False,2026-09-06T03:23:15.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzIyMDUwNTY5MDMzODgwODI=,អាមេការនរក …រលាយឆាប់ៗ សាងអីទទួលបាបនឹង ឆាប់ៗ ធ្វើបាបតែខ្មែរគ្នាអែង….អារលាយអើយ!!!,,,,,,,,,,False,2026-09-06T05:32:47.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzNzU5MjQxNzc4NTE5OTI=,មុនដំបូងអាណិតបន្ទាប់មករំភើប,,,,,,,,,,False,2026-09-06T02:19:19.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE0NTA0MzM0OTM1NjY2NzU=,ចេះធ្វើទៅកើតមិនអាណិតគាត់ចាស់ហើយអាអ្នកបោកលុយនឹង,,,,,,,,,,False,2026-09-06T03:56:17.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI1NjI2Mzk4NzQxNTg5MDQ=,បើហ្អែងអត់លុយជួលគេទេឯងធ្វើកម្មករគេទៅកុំដើរបោកគេឪគេឪអ្ហែងកម្មមានពិត,,,,,,,,,,False,2026-09-06T04:50:08.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwMDA3NjA5OTMwMTg0NDQ=,ធ្វើការជាមួយខ្ញុំលុយស្រួលនៅមិនកើតទេ,,,,,,,,,,False,2026-09-06T08:25:30.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzkxNDkzOTMxMTI5Nzk3NA==,មើលឡើងយំហើយ🤧,,,,,,,,,,False,2026-09-06T12:37:48.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzMxODkyNDAzNTc5NTI5ODg=,ទូលរែកទៅ កម្លាំងញើសឈាមគេនិង,,,,,,,,,,False,2026-09-06T03:30:22.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwNTQzMTQ5MzcyMjM1MTE=,មេីលហេីយស្រស់ទឹកភ្នែកតាមគាត់​ ជីវិតអេីយ,,,,,,,,,,False,2026-09-06T05:04:33.000Z,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzM1NjI0NzE5NjM5MTE2MTk=,ខ្ញុំមេីលហេីយយំតាមដែរ,,,,,,,,,,False,2026-09-06T03:58:32.000Z,
dom_Gangstersaren_0,"Gangsters are not afraid of police, laws should be made for killing gangsters on the street, there would be no more gangsters.",,,,,,,,,,False,,
dom_Countylandaut_1,County land authority and inability to control their own area.,,,,,,,,,,False,,
dom__2,ហាន ឆាយទី អត់ទេត្រឹមត្រូវបងនិយាយអត់ខុសទេប៉ុន្តែឆ្ងល់អាជនពាលហ្នឹងមេឃតែរឿងវាមិនកាប់ប៉ូលីសម្ដងបងប៉ូលីសហើយ។ពេលជួបវាបាញ់វាខ្លះទៅលោកអើយ។,,,,,,,,,,False,,
dom__3,ហាន ឆាយទី សមត្ថកិច្ចភាគច្រើនគឺគាត់រវល់ទៅការកូនមេ ខួបកំណើតកូនមេ កម្មវិធីឡើងផ្ទះកូនមេ អញ្ចឹងហើយគាត់អត់មានពេលមើលសុវត្ថិភាពតំបន់របស់គាត់ទេ,,,,,,,,,,False,,
dom__4,ហាន ឆាយទី កំចេះតែ​និយាយ​អោយ​តែបានបេីមិនដឹងអី,,,,,,,,,,False,,
dom__5,ហាន ឆាយទី ថ្ងៃមុនឮថាដំបន់នរណាបើមានដ៏ដែរទៀតត្រូវដក់អ្នកនោះចេញ តែឥឡូវស្ងាត់ឆឹង,,,,,,,,,,False,,
dom_Becau_6,"ហាន ឆាយទី Because of the loose law, catch and release too easily, that's why gangsters are increasing every day",,,,,,,,,,False,,
dom__7,ហាន ឆាយទី ពិតមែនដូចបងថាចឹង,,,,,,,,,,False,,
dom_Itstooeasyt_8,It's too easy to come from our local prison.,,,,,,,,,,False,,
dom_Ifyou_9,"ឈិម ឈឿយ If you catch it, you should take it to the sea for three months",,,,,,,,,,False,,
dom_Howdo_10,ឈិម ឈឿយ How do you know?.,,,,,,,,,,False,,
dom_righto_11,ឈិម ឈឿយ right on point,,,,,,,,,,False,,
dom_Whossopresti_12,"Who's so prestigious, please uncle... Your excellency.. For Narin.. Don't understand that the state is critical if the state is dead and dangerous.. Traffic jam again.. Because the gang is growing.. The king of kings.. Increasing.. And our national police... Because of the extremist group. Too much.. Nhong.. Only me real pictures",,,,,,,,,,False,,
dom_Isupportthec_13,"I support the capital administration to create a group of young people to protect and get rid of our kids, kill all the bad guys who always surround the city because they look like they can't do anything.",,,,,,,,,,False,,
dom_ItsonlyKhmer_14,It's only Khmer. Social abomination.,,,,,,,,,,False,,
dom_Catchandplay_15,Catch and play with the same face in Cambodia,,,,,,,,,,False,,
dom_Bematurewedo_16,Be mature we don't break,,,,,,,,,,False,,
dom_Wowkidsthese_17,Wow kids these days are wild is this from the society or the guardian,,,,,,,,,,False,,
dom_Whatiftheyca_18,"What if they catch them this player shoot them at the border or kill them. If these kids don't use karma, when caught, it's the same thing.",,,,,,,,,,False,,
dom__19,ស,,,,,,,,,,False,,
dom_Catchitshoti_20,Catch it shot it down once.,,,,,,,,,,False,,
dom_Caughtandshot_21,"Caught and shot some to suffer at the abat market. This market is not beneficial to society, but only causing problems to society.",,,,,,,,,,False,,
dom__22,អរគុណទឹកចិត្តបងប្រុស,,,,,,,,,,False,,
dom__23,ស្រុកយើងឃើញតែអាចនឹងពួកគាត់មើលមិនឃើញហេបើចាប់គេចូលដល់ប៉ុស្តិ៍ផងដឹងតែលុយបានឱ្យមកផ្ទះវិញជួបហើយ06មើនលេងៗអីចឹងទៅ។,,,,,,,,,,False,,
dom_OhKhmercoun_24,"Oh   Khmer country, there are many problems. In the district, the police are tired to catch criminals with robbery gangs. At t… See more",,,,,,,,,,False,,
dom__0,ដកតំណែងចេញដាក់គុកមួយឆ្នាំវិញ,,,,,,,,,,False,,
dom__1,ដកដំណែង ដាក់គុក១ឆ្នាំវិញ,,,,,,,,,,False,,
dom_SoyKoy_2,Soy Koy ដាក់ដាក់គុក១០ឆ្នាំវិញទើបសមធ្វើការមិនច្បាស់លាស់ចឹងធ្វើការនាំតែខូចឈ្មោះទេ,,,,,,,,,,False,,
dom_SoyKoy_3,Soy Koy ទាសំណងជាលុយនឹងដាក់គុក 5 ឆ្នាំបានត្រូវបង,,,,,,,,,,False,,
dom_SoyKoy_4,Soy Koy អត់ទេមួយសងដប់បានត្រូវ,,,,,,,,,,False,,
dom_SoyKoy_5,Soy Koy គាំទ្រ,,,,,,,,,,False,,
dom_SoyKoy_6,Soy Koy ១ឆ្នាំតិចពេកហើយ ១០ឆ្នាំបានសម មនុស្សបែបហ្នឹង,,,,,,,,,,False,,
dom_SoyKoy1_7,Soy Koy គាំទ្រ100%បង,,,,,,,,,,False,,
dom_SoyKoy_8,Soy Koy,,,,,,,,,,False,,
dom_SoyKoy10_9,Soy Koy 10ឆ្នាំបានសំ,,,,,,,,,,False,,
dom__10,ពីន័យជាប្រាក់ហើយចាប់គាត់ដាក់ពន្ធនាគារវិញ,,,,,,,,,,False,,
dom__11,អ្នកចាប់និងអ្នកចេញបញ្ជាឲ្យដាក់គុកត្រូវសងជម្ងឺចិត្ត នឺងត្រូវដាក់គុកនោះត្រូវជាប់គុករយ:ពេលស្មើគ្នា..។,,,,,,,,,,False,,
dom__12,ចេះតែមាន(ស៑ូចាប់ច្រលំ កុំអោយចាប់ខុស ទស្សនៈប៉ុល ពត),,,,,,,,,,False,,
dom__13,តុលាកាត្រូវទទួលខុសត្រូវដាច់ខាតយុត្តិធម៌ត្រូវតែមានជូនគាត់ ពួកយើងជាពលរដ្ឋស្លូតត្រង់មិនអាចទទួលយកបាននូវភាពអយុត្តិធម៌ដោយគ្មានអ្នកទទួលខុសត្រូនោះទេ នៅទីណាមានអំពើអយុត្តិធម៌នោះសម្លេងយើងនឹងរួមគ្នាបន្លឺឡើងកាន់តែខ្លាំងដ៏រាបអ្នកប្រព្រឹត្តទទួលខុសត្រូវលើជនរងគ្រោះនឹងតាមផ្លូវច្បាប់,,,,,,,,,,False,,
dom__14,ប្រហែលជាគេមិមរកខុសត្រូវអោយទេមើលទៅព្រោះបក្សពួករបស់គេ,,,,,,,,,,False,,
dom__15,អ្នកអនុវត្តច្បាប់ ក្នុងករណីនេះ ត្រូវទទួលខុសត្រូវចំពោះមុខច្បាប់ទាំង អស់ទាំងប៉ូលីស ទាំងតុលាការ,,,,,,,,,,False,,
dom_Ifyouknowhow_16,"If you know how to do it, why are you still trying to do it?",,,,,,,,,,False,,
